"concat(DBX , Portfolio Name)",As of Date,FundID,Benchmark,Fund_Return,Benchmark_Return
DBX Core Plus Fixed Income Portfolio,2014-02-28,F-102,Bloomberg U.S. Aggregate Index,82474,84997
DBX Core Plus Fixed Income Portfolio,2014-01-31,F-102,Bloomberg U.S. Aggregate Index,81498,84548
DBX Core Plus Fixed Income Portfolio,2013-12-31,F-102,Bloomberg U.S. Aggregate Index,80278,83317
DBX Core Plus Fixed Income Portfolio,2013-11-30,F-102,Bloomberg U.S. Aggregate Index,80378,83791
DBX Core Plus Fixed Income Portfolio,2013-10-31,F-102,Bloomberg U.S. Aggregate Index,80539,84105
DBX Core Plus Fixed Income Portfolio,2013-09-30,F-102,Bloomberg U.S. Aggregate Index,79349,83431
DBX Core Plus Fixed Income Portfolio,2013-08-31,F-102,Bloomberg U.S. Aggregate Index,78549,82648
DBX Core Plus Fixed Income Portfolio,2013-07-31,F-102,Bloomberg U.S. Aggregate Index,79109,83073
DBX Core Plus Fixed Income Portfolio,2013-06-30,F-102,Bloomberg U.S. Aggregate Index,78872,82960
DBX Core Plus Fixed Income Portfolio,2013-05-31,F-102,Bloomberg U.S. Aggregate Index,80612,84263
DBX Core Plus Fixed Income Portfolio,2013-04-30,F-102,Bloomberg U.S. Aggregate Index,82036,85794
DBX Core Plus Fixed Income Portfolio,2013-03-31,F-102,Bloomberg U.S. Aggregate Index,80929,84934
DBX Core Plus Fixed Income Portfolio,2013-02-28,F-102,Bloomberg U.S. Aggregate Index,80772,84867
DBX Core Plus Fixed Income Portfolio,2013-01-31,F-102,Bloomberg U.S. Aggregate Index,80303,84443
DBX Core Plus Fixed Income Portfolio,2012-12-31,F-102,Bloomberg U.S. Aggregate Index,80460,85038
DBX Core Plus Fixed Income Portfolio,2012-11-30,F-102,Bloomberg U.S. Aggregate Index,80223,85159
DBX Core Plus Fixed Income Portfolio,2012-10-31,F-102,Bloomberg U.S. Aggregate Index,79993,85025
DBX Core Plus Fixed Income Portfolio,2012-09-30,F-102,Bloomberg U.S. Aggregate Index,79687,84858
DBX Core Plus Fixed Income Portfolio,2012-08-31,F-102,Bloomberg U.S. Aggregate Index,79078,84742
DBX Core Plus Fixed Income Portfolio,2012-07-31,F-102,Bloomberg U.S. Aggregate Index,78622,84686
DBX Core Plus Fixed Income Portfolio,2012-06-30,F-102,Bloomberg U.S. Aggregate Index,77028,83534
DBX Core Plus Fixed Income Portfolio,2012-05-31,F-102,Bloomberg U.S. Aggregate Index,76502,83501
DBX Core Plus Fixed Income Portfolio,2012-04-30,F-102,Bloomberg U.S. Aggregate Index,76126,82753
DBX Core Plus Fixed Income Portfolio,2012-03-31,F-102,Bloomberg U.S. Aggregate Index,75298,81845
DBX Core Plus Fixed Income Portfolio,2012-02-29,F-102,Bloomberg U.S. Aggregate Index,75224,82296
DBX Core Plus Fixed Income Portfolio,2012-01-31,F-102,Bloomberg U.S. Aggregate Index,74555,82315
DBX Core Plus Fixed Income Portfolio,2011-12-31,F-102,Bloomberg U.S. Aggregate Index,73144,81599
DBX Core Plus Fixed Income Portfolio,2011-11-30,F-102,Bloomberg U.S. Aggregate Index,72260,80712
DBX Core Plus Fixed Income Portfolio,2011-10-31,F-102,Bloomberg U.S. Aggregate Index,72847,80782
DBX Core Plus Fixed Income Portfolio,2011-09-30,F-102,Bloomberg U.S. Aggregate Index,72040,80695
DBX Core Plus Fixed Income Portfolio,2011-08-31,F-102,Bloomberg U.S. Aggregate Index,72330,80112
DBX Core Plus Fixed Income Portfolio,2011-07-31,F-102,Bloomberg U.S. Aggregate Index,72621,78959
DBX Core Plus Fixed Income Portfolio,2011-06-30,F-102,Bloomberg U.S. Aggregate Index,71605,77725
DBX Core Plus Fixed Income Portfolio,2011-05-31,F-102,Bloomberg U.S. Aggregate Index,71748,77954
DBX Core Plus Fixed Income Portfolio,2011-04-30,F-102,Bloomberg U.S. Aggregate Index,70886,76949
DBX Core Plus Fixed Income Portfolio,2011-03-31,F-102,Bloomberg U.S. Aggregate Index,69738,75985
DBX Core Plus Fixed Income Portfolio,2011-02-28,F-102,Bloomberg U.S. Aggregate Index,69738,75943
DBX Core Plus Fixed Income Portfolio,2011-01-31,F-102,Bloomberg U.S. Aggregate Index,69168,75753
DBX Core Plus Fixed Income Portfolio,2010-12-31,F-102,Bloomberg U.S. Aggregate Index,68884,75665
DBX Core Plus Fixed Income Portfolio,2010-11-30,F-102,Bloomberg U.S. Aggregate Index,69373,76490
DBX Core Plus Fixed Income Portfolio,2010-10-31,F-102,Bloomberg U.S. Aggregate Index,69796,76932
DBX Core Plus Fixed Income Portfolio,2010-09-30,F-102,Bloomberg U.S. Aggregate Index,69445,76659
DBX Core Plus Fixed Income Portfolio,2010-08-31,F-102,Bloomberg U.S. Aggregate Index,69027,76578
DBX Core Plus Fixed Income Portfolio,2010-07-31,F-102,Bloomberg U.S. Aggregate Index,68260,75605
DBX Core Plus Fixed Income Portfolio,2010-06-30,F-102,Bloomberg U.S. Aggregate Index,67214,74806
DBX Core Plus Fixed Income Portfolio,2010-05-31,F-102,Bloomberg U.S. Aggregate Index,66317,73651
DBX Core Plus Fixed Income Portfolio,2010-04-30,F-102,Bloomberg U.S. Aggregate Index,65972,73037
DBX Core Plus Fixed Income Portfolio,2010-03-31,F-102,Bloomberg U.S. Aggregate Index,65140,72285
DBX Core Plus Fixed Income Portfolio,2010-02-28,F-102,Bloomberg U.S. Aggregate Index,65140,72373
DBX Core Plus Fixed Income Portfolio,2010-01-31,F-102,Bloomberg U.S. Aggregate Index,65004,72104
DBX Core Plus Fixed Income Portfolio,2009-12-31,F-102,Bloomberg U.S. Aggregate Index,63910,71019
DBX Core Plus Fixed Income Portfolio,2009-11-30,F-102,Bloomberg U.S. Aggregate Index,64537,72147
DBX Core Plus Fixed Income Portfolio,2009-10-31,F-102,Bloomberg U.S. Aggregate Index,63793,71225
DBX Core Plus Fixed Income Portfolio,2009-09-30,F-102,Bloomberg U.S. Aggregate Index,63118,70875
DBX Core Plus Fixed Income Portfolio,2009-08-31,F-102,Bloomberg U.S. Aggregate Index,62380,70138
DBX Core Plus Fixed Income Portfolio,2009-07-31,F-102,Bloomberg U.S. Aggregate Index,61708,69420
DBX Core Plus Fixed Income Portfolio,2009-06-30,F-102,Bloomberg U.S. Aggregate Index,60233,68317
DBX Core Plus Fixed Income Portfolio,2009-05-31,F-102,Bloomberg U.S. Aggregate Index,59569,67931
DBX Core Plus Fixed Income Portfolio,2009-04-30,F-102,Bloomberg U.S. Aggregate Index,58838,67442
DBX Core Plus Fixed Income Portfolio,2009-03-31,F-102,Bloomberg U.S. Aggregate Index,58241,67121
DBX Core Plus Fixed Income Portfolio,2009-02-28,F-102,Bloomberg U.S. Aggregate Index,57193,66201
DBX Core Plus Fixed Income Portfolio,2009-01-31,F-102,Bloomberg U.S. Aggregate Index,57258,66452
DBX Core Plus Fixed Income Portfolio,2008-12-31,F-102,Bloomberg U.S. Aggregate Index,57258,67043
DBX Core Plus Fixed Income Portfolio,2008-11-30,F-102,Bloomberg U.S. Aggregate Index,56146,64632
DBX Core Plus Fixed Income Portfolio,2008-10-31,F-102,Bloomberg U.S. Aggregate Index,56210,62594
DBX Core Plus Fixed Income Portfolio,2008-09-30,F-102,Bloomberg U.S. Aggregate Index,58683,64108
DBX Core Plus Fixed Income Portfolio,2008-08-31,F-102,Bloomberg U.S. Aggregate Index,59867,64980
DBX Core Plus Fixed Income Portfolio,2008-07-31,F-102,Bloomberg U.S. Aggregate Index,60614,64370
DBX Core Plus Fixed Income Portfolio,2008-06-30,F-102,Bloomberg U.S. Aggregate Index,63167,64422
DBX Core Plus Fixed Income Portfolio,2008-05-31,F-102,Bloomberg U.S. Aggregate Index,65129,64474
DBX Core Plus Fixed Income Portfolio,2008-04-30,F-102,Bloomberg U.S. Aggregate Index,65558,64950
DBX Core Plus Fixed Income Portfolio,2008-03-31,F-102,Bloomberg U.S. Aggregate Index,65244,65086
DBX Core Plus Fixed Income Portfolio,2008-02-29,F-102,Bloomberg U.S. Aggregate Index,67842,64865
DBX Core Plus Fixed Income Portfolio,2008-01-31,F-102,Bloomberg U.S. Aggregate Index,69534,64775
DBX Core Plus Fixed Income Portfolio,2007-12-31,F-102,Bloomberg U.S. Aggregate Index,68507,63705
DBX Core Plus Fixed Income Portfolio,2007-11-30,F-102,Bloomberg U.S. Aggregate Index,68763,63527
DBX Core Plus Fixed Income Portfolio,2007-10-31,F-102,Bloomberg U.S. Aggregate Index,67983,62404
DBX Core Plus Fixed Income Portfolio,2007-09-30,F-102,Bloomberg U.S. Aggregate Index,67505,61849
DBX Core Plus Fixed Income Portfolio,2007-08-31,F-102,Bloomberg U.S. Aggregate Index,66912,61383
DBX Core Plus Fixed Income Portfolio,2007-07-31,F-102,Bloomberg U.S. Aggregate Index,66379,60640
DBX Core Plus Fixed Income Portfolio,2007-06-30,F-102,Bloomberg U.S. Aggregate Index,66084,60138
DBX Core Plus Fixed Income Portfolio,2007-05-31,F-102,Bloomberg U.S. Aggregate Index,66143,60317
DBX Core Plus Fixed Income Portfolio,2007-04-30,F-102,Bloomberg U.S. Aggregate Index,66552,60777
DBX Core Plus Fixed Income Portfolio,2007-03-31,F-102,Bloomberg U.S. Aggregate Index,66259,60451
DBX Core Plus Fixed Income Portfolio,2007-02-28,F-102,Bloomberg U.S. Aggregate Index,66143,60449
DBX Core Plus Fixed Income Portfolio,2007-01-31,F-102,Bloomberg U.S. Aggregate Index,65219,59532
DBX Core Plus Fixed Income Portfolio,2006-12-31,F-102,Bloomberg U.S. Aggregate Index,65161,59556
DBX Core Plus Fixed Income Portfolio,2006-11-30,F-102,Bloomberg U.S. Aggregate Index,65312,59904
DBX Core Plus Fixed Income Portfolio,2006-10-31,F-102,Bloomberg U.S. Aggregate Index,64801,59217
DBX Core Plus Fixed Income Portfolio,2006-09-30,F-102,Bloomberg U.S. Aggregate Index,64433,58828
DBX Core Plus Fixed Income Portfolio,2006-08-31,F-102,Bloomberg U.S. Aggregate Index,63873,58315
DBX Core Plus Fixed Income Portfolio,2006-07-31,F-102,Bloomberg U.S. Aggregate Index,63146,57436
DBX Core Plus Fixed Income Portfolio,2006-06-30,F-102,Bloomberg U.S. Aggregate Index,62556,56670
DBX Core Plus Fixed Income Portfolio,2006-05-31,F-102,Bloomberg U.S. Aggregate Index,62225,56550
DBX Core Plus Fixed Income Portfolio,2006-04-30,F-102,Bloomberg U.S. Aggregate Index,62060,56610
DBX Core Plus Fixed Income Portfolio,2006-03-31,F-102,Bloomberg U.S. Aggregate Index,62280,56713
DBX Core Plus Fixed Income Portfolio,2006-02-28,F-102,Bloomberg U.S. Aggregate Index,62716,57275
DBX Core Plus Fixed Income Portfolio,2006-01-31,F-102,Bloomberg U.S. Aggregate Index,62498,57086
DBX Core Plus Fixed Income Portfolio,2005-12-31,F-102,Bloomberg U.S. Aggregate Index,62607,57082
DBX Core Plus Fixed Income Portfolio,2005-11-30,F-102,Bloomberg U.S. Aggregate Index,61877,56545
DBX Core Plus Fixed Income Portfolio,2005-10-31,F-102,Bloomberg U.S. Aggregate Index,61717,56296
DBX Core Plus Fixed Income Portfolio,2005-09-30,F-102,Bloomberg U.S. Aggregate Index,61877,56745
DBX Core Plus Fixed Income Portfolio,2005-08-31,F-102,Bloomberg U.S. Aggregate Index,62301,57336
DBX Core Plus Fixed Income Portfolio,2005-07-31,F-102,Bloomberg U.S. Aggregate Index,61666,56610
DBX Core Plus Fixed Income Portfolio,2005-06-30,F-102,Bloomberg U.S. Aggregate Index,61717,57130
DBX Core Plus Fixed Income Portfolio,2005-05-31,F-102,Bloomberg U.S. Aggregate Index,61246,56820
DBX Core Plus Fixed Income Portfolio,2005-04-30,F-102,Bloomberg U.S. Aggregate Index,60566,56212
DBX Core Plus Fixed Income Portfolio,2005-03-31,F-102,Bloomberg U.S. Aggregate Index,59887,55461
DBX Core Plus Fixed Income Portfolio,2005-02-28,F-102,Bloomberg U.S. Aggregate Index,60094,55748
DBX Core Plus Fixed Income Portfolio,2005-01-31,F-102,Bloomberg U.S. Aggregate Index,60042,56079
DBX Core Plus Fixed Income Portfolio,2004-12-31,F-102,Bloomberg U.S. Aggregate Index,59732,55729
DBX Core Plus Fixed Income Portfolio,2004-11-30,F-102,Bloomberg U.S. Aggregate Index,59222,55221
DBX Core Plus Fixed Income Portfolio,2004-10-31,F-102,Bloomberg U.S. Aggregate Index,59375,55665
DBX Core Plus Fixed Income Portfolio,2004-09-30,F-102,Bloomberg U.S. Aggregate Index,59018,55202
DBX Core Plus Fixed Income Portfolio,2004-08-31,F-102,Bloomberg U.S. Aggregate Index,58816,55052
DBX Core Plus Fixed Income Portfolio,2004-07-31,F-102,Bloomberg U.S. Aggregate Index,58009,54022
DBX Core Plus Fixed Income Portfolio,2004-06-30,F-102,Bloomberg U.S. Aggregate Index,57634,53492
DBX Core Plus Fixed Income Portfolio,2004-05-31,F-102,Bloomberg U.S. Aggregate Index,57335,53191
DBX Core Plus Fixed Income Portfolio,2004-04-30,F-102,Bloomberg U.S. Aggregate Index,57485,53405
DBX Core Plus Fixed Income Portfolio,2004-03-31,F-102,Bloomberg U.S. Aggregate Index,58131,54832
DBX Core Plus Fixed Income Portfolio,2004-02-29,F-102,Bloomberg U.S. Aggregate Index,57933,54424
DBX Core Plus Fixed Income Portfolio,2004-01-31,F-102,Bloomberg U.S. Aggregate Index,57489,53841
DBX Core Plus Fixed Income Portfolio,2003-12-31,F-102,Bloomberg U.S. Aggregate Index,57094,53411
DBX Core Plus Fixed Income Portfolio,2003-11-30,F-102,Bloomberg U.S. Aggregate Index,56532,52873
DBX Core Plus Fixed Income Portfolio,2003-10-31,F-102,Bloomberg U.S. Aggregate Index,56193,52747
DBX Core Plus Fixed Income Portfolio,2003-09-30,F-102,Bloomberg U.S. Aggregate Index,56314,53244
DBX Core Plus Fixed Income Portfolio,2003-08-31,F-102,Bloomberg U.S. Aggregate Index,55545,51871
DBX Core Plus Fixed Income Portfolio,2003-07-31,F-102,Bloomberg U.S. Aggregate Index,55256,51528
DBX Core Plus Fixed Income Portfolio,2003-06-30,F-102,Bloomberg U.S. Aggregate Index,55882,53321
DBX Core Plus Fixed Income Portfolio,2003-05-31,F-102,Bloomberg U.S. Aggregate Index,55834,53427
DBX Core Plus Fixed Income Portfolio,2003-04-30,F-102,Bloomberg U.S. Aggregate Index,55455,52449
DBX Core Plus Fixed Income Portfolio,2003-03-31,F-102,Bloomberg U.S. Aggregate Index,54790,52020
DBX Core Plus Fixed Income Portfolio,2003-02-28,F-102,Bloomberg U.S. Aggregate Index,54884,52060
DBX Core Plus Fixed Income Portfolio,2003-01-31,F-102,Bloomberg U.S. Aggregate Index,54415,51350
DBX Core Plus Fixed Income Portfolio,2002-12-31,F-102,Bloomberg U.S. Aggregate Index,54040,51306
DBX Core Plus Fixed Income Portfolio,2002-11-30,F-102,Bloomberg U.S. Aggregate Index,53304,50267
DBX Core Plus Fixed Income Portfolio,2002-10-31,F-102,Bloomberg U.S. Aggregate Index,52803,50281
DBX Core Plus Fixed Income Portfolio,2002-09-30,F-102,Bloomberg U.S. Aggregate Index,53004,50511
DBX Core Plus Fixed Income Portfolio,2002-08-31,F-102,Bloomberg U.S. Aggregate Index,52735,49706
DBX Core Plus Fixed Income Portfolio,2002-07-31,F-102,Bloomberg U.S. Aggregate Index,52152,48881
DBX Core Plus Fixed Income Portfolio,2002-06-30,F-102,Bloomberg U.S. Aggregate Index,52044,48298
DBX Core Plus Fixed Income Portfolio,2002-05-31,F-102,Bloomberg U.S. Aggregate Index,51912,47884
DBX Core Plus Fixed Income Portfolio,2002-04-30,F-102,Bloomberg U.S. Aggregate Index,51470,47480
DBX Core Plus Fixed Income Portfolio,2002-03-31,F-102,Bloomberg U.S. Aggregate Index,50681,46577
DBX Core Plus Fixed Income Portfolio,2002-02-28,F-102,Bloomberg U.S. Aggregate Index,51247,47365
DBX Core Plus Fixed Income Portfolio,2002-01-31,F-102,Bloomberg U.S. Aggregate Index,51029,46910
DBX Core Plus Fixed Income Portfolio,2001-12-31,F-102,Bloomberg U.S. Aggregate Index,50681,46534
DBX Core Plus Fixed Income Portfolio,2001-11-30,F-102,Bloomberg U.S. Aggregate Index,50842,46831
DBX Core Plus Fixed Income Portfolio,2001-10-31,F-102,Bloomberg U.S. Aggregate Index,50714,47486
DBX Core Plus Fixed Income Portfolio,2001-09-30,F-102,Bloomberg U.S. Aggregate Index,49862,46512
DBX Core Plus Fixed Income Portfolio,2001-08-31,F-102,Bloomberg U.S. Aggregate Index,49820,45977
DBX Core Plus Fixed Income Portfolio,2001-07-31,F-102,Bloomberg U.S. Aggregate Index,49231,45456
DBX Core Plus Fixed Income Portfolio,2001-06-30,F-102,Bloomberg U.S. Aggregate Index,48225,44462
DBX Core Plus Fixed Income Portfolio,2001-05-31,F-102,Bloomberg U.S. Aggregate Index,48018,44295
DBX Core Plus Fixed Income Portfolio,2001-04-30,F-102,Bloomberg U.S. Aggregate Index,47644,44029
DBX Core Plus Fixed Income Portfolio,2001-03-31,F-102,Bloomberg U.S. Aggregate Index,47641,44213
DBX Core Plus Fixed Income Portfolio,2001-02-28,F-102,Bloomberg U.S. Aggregate Index,47478,43992
DBX Core Plus Fixed Income Portfolio,2001-01-31,F-102,Bloomberg U.S. Aggregate Index,47192,43612
DBX Core Plus Fixed Income Portfolio,2000-12-31,F-102,Bloomberg U.S. Aggregate Index,45927,42910
DBX Core Plus Fixed Income Portfolio,2000-11-30,F-102,Bloomberg U.S. Aggregate Index,44871,42129
DBX Core Plus Fixed Income Portfolio,2000-10-31,F-102,Bloomberg U.S. Aggregate Index,44430,41451
DBX Core Plus Fixed Income Portfolio,2000-09-30,F-102,Bloomberg U.S. Aggregate Index,44229,41179
DBX Core Plus Fixed Income Portfolio,2000-08-31,F-102,Bloomberg U.S. Aggregate Index,43639,40921
DBX Core Plus Fixed Income Portfolio,2000-07-31,F-102,Bloomberg U.S. Aggregate Index,43049,40337
DBX Core Plus Fixed Income Portfolio,2000-06-30,F-102,Bloomberg U.S. Aggregate Index,42742,39974
DBX Core Plus Fixed Income Portfolio,2000-05-31,F-102,Bloomberg U.S. Aggregate Index,41544,39159
DBX Core Plus Fixed Income Portfolio,2000-04-30,F-102,Bloomberg U.S. Aggregate Index,41891,39177
DBX Core Plus Fixed Income Portfolio,2000-03-31,F-102,Bloomberg U.S. Aggregate Index,42049,39289
DBX Core Plus Fixed Income Portfolio,2000-02-29,F-102,Bloomberg U.S. Aggregate Index,41744,38779
DBX Core Plus Fixed Income Portfolio,2000-01-31,F-102,Bloomberg U.S. Aggregate Index,41250,38315
DBX Core Plus Fixed Income Portfolio,1999-12-31,F-102,Bloomberg U.S. Aggregate Index,41440,38441
DBX Core Plus Fixed Income Portfolio,1999-11-30,F-102,Bloomberg U.S. Aggregate Index,41666,38627
DBX Core Plus Fixed Income Portfolio,1999-10-31,F-102,Bloomberg U.S. Aggregate Index,41628,38630
DBX Core Plus Fixed Income Portfolio,1999-09-30,F-102,Bloomberg U.S. Aggregate Index,41326,38488
DBX Core Plus Fixed Income Portfolio,1999-08-31,F-102,Bloomberg U.S. Aggregate Index,40702,38047
DBX Core Plus Fixed Income Portfolio,1999-07-31,F-102,Bloomberg U.S. Aggregate Index,40739,38066
DBX Core Plus Fixed Income Portfolio,1999-06-30,F-102,Bloomberg U.S. Aggregate Index,41144,38228
DBX Core Plus Fixed Income Portfolio,1999-05-31,F-102,Bloomberg U.S. Aggregate Index,41469,38351
DBX Core Plus Fixed Income Portfolio,1999-04-30,F-102,Bloomberg U.S. Aggregate Index,41975,38690
DBX Core Plus Fixed Income Portfolio,1999-03-31,F-102,Bloomberg U.S. Aggregate Index,41802,38568
DBX Core Plus Fixed Income Portfolio,1999-02-28,F-102,Bloomberg U.S. Aggregate Index,41517,38355
DBX Core Plus Fixed Income Portfolio,1999-01-31,F-102,Bloomberg U.S. Aggregate Index,42194,39036
DBX Core Plus Fixed Income Portfolio,1998-12-31,F-102,Bloomberg U.S. Aggregate Index,41695,38760
DBX Core Plus Fixed Income Portfolio,1998-11-30,F-102,Bloomberg U.S. Aggregate Index,41611,38643
DBX Core Plus Fixed Income Portfolio,1998-10-31,F-102,Bloomberg U.S. Aggregate Index,40790,38426
DBX Core Plus Fixed Income Portfolio,1998-09-30,F-102,Bloomberg U.S. Aggregate Index,41192,38630
DBX Core Plus Fixed Income Portfolio,1998-08-31,F-102,Bloomberg U.S. Aggregate Index,40416,37746
DBX Core Plus Fixed Income Portfolio,1998-07-31,F-102,Bloomberg U.S. Aggregate Index,40416,37141
DBX Core Plus Fixed Income Portfolio,1998-06-30,F-102,Bloomberg U.S. Aggregate Index,40317,37063
DBX Core Plus Fixed Income Portfolio,1998-05-31,F-102,Bloomberg U.S. Aggregate Index,40151,36751
DBX Core Plus Fixed Income Portfolio,1998-04-30,F-102,Bloomberg U.S. Aggregate Index,39918,36406
